name,price,core_count,core_clock,boost_clock,microarchitecture,tdp,graphics,link_image
Intel Celeron G4900T,,2,1.8,,Coffee Lake,35,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/91GaNX1hF2L._AC_SX466_.jpg
Intel Pentium Gold G5400,,2,3.7,,Coffee Lake,58,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/918CieaBiqL._AC_SX466_.jpg
Intel Pentium Gold G5600,,2,3.9,,Coffee Lake,54,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/918CieaBiqL._AC_SX466_.jpg
Intel Core i5-9600T,,6,2.3,3.9,Coffee Lake Refresh,35,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/61izuBZSVOL._AC_SX466_.jpg
Intel Xeon E-2244G,,4,3.8,4.8,Coffee Lake Refresh,71,Intel HD Graphics P630,https://m.media-amazon.com/images/I/31x3RremScL._AC_SX466_.jpg
Intel Xeon E-2276G,,6,3.8,4.9,Coffee Lake Refresh,80,Intel HD Graphics P630,https://m.media-amazon.com/images/I/51xN6DTyeqL._AC_SX466_.jpg
Intel Xeon E-2124G,270.99,4,3.4,4.5,Coffee Lake,71,Intel HD Graphics P630,https://m.media-amazon.com/images/I/71ZRe3k-XOL._AC_SX466_.jpg
Intel Xeon E5-2623 V3,234.94,4,3.0,3.5,Haswell,105,,https://m.media-amazon.com/images/I/618BDFLRn3L._AC_SX466_.jpg
Intel Celeron E3400,,2,2.6,,Wolfdale,65,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Core i3-560,89.95,2,3.333,,Westmere,73,Intel HD Graphics,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
Intel Xeon E5-2640 V3,189.95,8,2.6,3.4,Haswell,90,,https://m.media-amazon.com/images/I/61sc1TxfuXL._AC_SX679_.jpg
AMD Athlon II X2 220,,2,2.8,,K10,65,,https://m.media-amazon.com/images/I/81y4vepBxiL._AC_SX466_.jpg
AMD Athlon II X3 445,,3,3.1,,K10,95,,https://m.media-amazon.com/images/I/71MS2-LOqOL._AC_SX466_.jpg
AMD Phenom II X2 550 Black,,2,3.1,,K10,80,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium E6500,89.99,2,2.93,,Wolfdale,65,,https://m.media-amazon.com/images/I/616RQbOmkEL._AC_SX466_.jpg
Intel Core 2 Duo E6750,89.95,2,2.66,,Core,65,,https://m.media-amazon.com/images/I/61o4Mv+FIaL._AC_SX466_.jpg
Intel Core 2 Duo E7600,98.95,2,3.06,,Wolfdale,65,,https://m.media-amazon.com/images/I/41psE0TIZrL._AC_.jpg
Intel Core 2 Extreme QX6850,,4,3.0,,Core,130,,https://m.media-amazon.com/images/I/71moVAws7TL._AC_SX466_.jpg
AMD Athlon II X4 645,,4,3.1,,K10,95,,https://m.media-amazon.com/images/I/21Va-Osje0L._AC_.jpg
Intel Pentium E6700,,2,3.2,,Wolfdale,65,,https://m.media-amazon.com/images/I/81G8-69BFFL._AC_SX466_.jpg
AMD A6-3650,,4,2.6,,Lynx,100,Radeon HD 6530D,https://m.media-amazon.com/images/I/81NNM3MdLIL._AC_SX679_.jpg
AMD Phenom II X6 1035T,,6,2.6,,K10,95,,https://m.media-amazon.com/images/I/61sHfrB-RUL._AC_SX466_.jpg
Intel Celeron G540,69.98,2,2.5,,Sandy Bridge,65,Intel HD Graphics,https://m.media-amazon.com/images/I/61MK1-o4adL._AC_SX466_.jpg
AMD A6-3500,,3,2.1,,Lynx,65,Radeon HD 6530D,https://m.media-amazon.com/images/I/31TMGKy7sVL._AC_.jpg
Intel Core i3-2125,152.0,2,3.3,,Sandy Bridge,65,Intel HD Graphics 3000,https://m.media-amazon.com/images/I/51Xik7NRvJL._AC_SX466_.jpg
AMD Phenom II X4 970,,4,3.5,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Xeon E3-1245,,4,3.3,,Sandy Bridge,95,Intel HD Graphics,https://m.media-amazon.com/images/I/61XxBEM+p2S._AC_SX466_.jpg
Intel Xeon E3-1270,,4,3.4,,Sandy Bridge,80,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E3-1265L V2,,4,2.5,,Ivy Bridge,45,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
AMD Athlon X4 740,,4,3.2,,Piledriver,65,,https://m.media-amazon.com/images/I/81Iur547f0L._AC_SX466_.jpg
AMD FX-9590,,8,4.7,5.0,Piledriver,220,,https://m.media-amazon.com/images/I/61oPXi6DNAL._AC_SX466_.jpg
Intel Xeon E5-2670,,8,2.6,3.3,Sandy Bridge,115,,https://m.media-amazon.com/images/I/71W4eJV51LL._AC_SX466_.jpg
Intel Pentium G3258,,2,3.2,,Haswell Refresh,53,Intel HD Graphics,https://m.media-amazon.com/images/I/71rt6DXy28L._AC_SX466_.jpg
AMD Sempron 145,,1,2.8,,K10,45,,https://m.media-amazon.com/images/I/21QD1hG0UML.jpg
Intel Xeon E3-1226 V3,,4,3.3,3.7,Haswell Refresh,84,Intel HD Graphics P4600,https://m.media-amazon.com/images/I/617QoeD6vSL._AC_SX466_.jpg
Intel Xeon E5-2630,,6,2.3,,Sandy Bridge,95,,https://m.media-amazon.com/images/I/416zTkxRD9L._AC_SX466_.jpg
Intel Xeon E5-2643 V2,398.95,6,3.5,3.8,Ivy Bridge,130,,https://m.media-amazon.com/images/I/61ZJ0iUUOTL._AC_SX466_.jpg
Intel Xeon E5-1620 V3,,4,3.5,3.6,Haswell,140,,https://m.media-amazon.com/images/I/41C5WTFh9zL._AC_SX466_.jpg
AMD Pro A10-7800B,,4,3.5,3.9,Steamroller,65,Radeon R7 (on-die),https://m.media-amazon.com/images/I/41SP6Cw7d9L._AC_.jpg
Intel Xeon E5-2622 V3,,8,2.4,,Haswell,85,,https://m.media-amazon.com/images/I/61UphrtAv1L._AC_SX466_.jpg
Intel Xeon E5-2685 V3,,12,2.6,3.3,Haswell,120,,https://m.media-amazon.com/images/I/61WkXIru0QL._AC_SX466_.jpg
AMD Opteron 6344,,12,2.6,3.2,Piledriver,115,,https://m.media-amazon.com/images/I/81rROolbcVL._AC_SX466_.jpg
AMD Opteron 6378,,16,2.4,3.3,Piledriver,115,,https://m.media-amazon.com/images/I/61CGVMjPVzL._AC_SX466_.jpg
AMD Athlon X4 845,,4,3.5,3.8,Puma+,65,,https://m.media-amazon.com/images/I/81Iur547f0L._AC_SX466_.jpg
AMD Athlon 5370,,4,2.2,,Jaguar,25,Radeon R3 (on die),https://m.media-amazon.com/images/I/51kwR86QpqL._AC_SX466_.jpg
AMD Athlon X4 870K,,4,3.9,4.1,Steamroller,95,,https://m.media-amazon.com/images/I/21vHaUezLXL._AC_.jpg
AMD Athlon X4 860K,,4,3.7,4.0,Steamroller,95,,https://m.media-amazon.com/images/I/81Iur547f0L._AC_SX466_.jpg
Intel Core i3-7300T,,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/51Uht743UqL._AC_SX466_.jpg
Intel Core i5-7600T,,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/91ARI9JRUDL._AC_SX466_.jpg
Intel Core i5-7600T,229.95,4,2.8,3.7,Kaby Lake,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/91ARI9JRUDL._AC_SX466_.jpg
Intel Core i5-7640X,217.4,4,4.0,4.2,Kaby Lake,112,,https://m.media-amazon.com/images/I/71tawqQ8L5L._AC_SX466_.jpg
AMD Ryzen 7 1800X,,8,3.6,4.0,Zen,95,,https://m.media-amazon.com/images/I/51wsKyF-FlL._AC_SX466_.jpg
Intel Xeon E3-1275 V6,504.44,4,3.8,4.2,Kaby Lake,73,Intel HD Graphics P630,https://m.media-amazon.com/images/I/61aCZrwDgFL._AC_SX466_.jpg
Intel Core i7-9800X,,8,3.8,4.5,Skylake,165,,https://m.media-amazon.com/images/I/51AqEkc2BuL._AC_SX466_.jpg
AMD Athlon 240GE,,2,3.5,,Zen,35,Radeon Vega 3,https://m.media-amazon.com/images/I/61WQw1tIlvL._AC_SX466_.jpg
Intel Core i3-9320,,4,3.7,4.4,Coffee Lake Refresh,62,,https://m.media-amazon.com/images/I/71utbcF8g8L._AC_SX466_.jpg
Intel Core i3-9350K,,4,4.0,4.6,Coffee Lake Refresh,91,Intel HD Graphics 630,https://m.media-amazon.com/images/I/71gS+AnkfAL._AC_SX466_.jpg
Intel Xeon E-2104G,,4,3.2,,Coffee Lake,65,Intel HD Graphics P630,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Celeron G5905T,,2,3.3,,Comet Lake,35,Intel UHD Graphics 610,https://m.media-amazon.com/images/I/61MK1-o4adL._AC_SX466_.jpg
Intel Core i3-3240T,,2,2.9,,Ivy Bridge,35,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
AMD Phenom II X2 B59,,2,3.4,,K10,80,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Xeon E5-2620,77.0,6,2.0,,Sandy Bridge,95,,https://m.media-amazon.com/images/I/716IebqZNEL._AC_SX466_.jpg
AMD Athlon II X2 215,,2,2.7,,K10,65,,https://m.media-amazon.com/images/I/51e9i2-oMbL._AC_SX466_.jpg
AMD Athlon II X2 260,,2,3.2,,K10,65,,https://m.media-amazon.com/images/I/41J8zS9CXJL._AC_SX466_.jpg
AMD Phenom II X2 550,,2,3.1,,K10,80,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD Phenom II X4 945,,4,3.0,,K10,125,,https://m.media-amazon.com/images/I/A1f29N4TF4L._AC_SX466_.jpg
AMD Athlon II X2 235e,,2,2.7,,K10,45,,https://m.media-amazon.com/images/I/41OYLVfCX+L._AC_.jpg
AMD Athlon II X2 240e,,2,2.8,,K10,45,,https://m.media-amazon.com/images/I/41J8zS9CXJL._AC_SX466_.jpg
AMD Phenom II X3 705e,,3,2.5,,K10,65,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Celeron E1200,,2,1.6,,Core,65,,https://m.media-amazon.com/images/I/61MK1-o4adL._AC_SX466_.jpg
Intel Celeron E1400,,2,2.0,,Core,65,,https://m.media-amazon.com/images/I/11jQROiObHL._AC_.jpg
Intel Pentium E2160,,2,1.8,,Core,65,,https://m.media-amazon.com/images/I/71PZdJC-dEL._AC_SX466_.jpg
Intel Pentium E2180,,2,2.0,,Core,65,,https://m.media-amazon.com/images/I/81Yx8Nuc8YL._AC_SX466_.jpg
Intel Pentium E2180,,2,2.0,,Core,65,,https://m.media-amazon.com/images/I/81Yx8Nuc8YL._AC_SX466_.jpg
Intel Pentium E2200,,2,2.2,,Core,65,,https://m.media-amazon.com/images/I/71PZdJC-dEL._AC_SX466_.jpg
Intel Celeron E3300,61.79,2,2.5,,Wolfdale,65,,https://m.media-amazon.com/images/I/619Hf8FsWrL._AC_SX466_.jpg
Intel Pentium E6300,,2,2.8,,Wolfdale,65,,https://m.media-amazon.com/images/I/912fzy+W20L._AC_SX466_.jpg
Intel Core 2 Duo E6400,89.95,2,2.13,,Core,65,,https://m.media-amazon.com/images/I/41w34SyzuFL._AC_.jpg
Intel Core 2 Duo E6420,69.95,2,2.13,,Core,65,,https://m.media-amazon.com/images/I/615g3oWBQ9L._AC_SX466_.jpg
Intel Core 2 Duo E6550,,2,2.33,,Core,65,,https://m.media-amazon.com/images/I/61mGV7CyXkL._AC_SX466_.jpg
Intel Core i5-655K,,2,3.2,,Westmere,73,Intel HD Graphics,https://m.media-amazon.com/images/I/51ugNYlDT1L._AC_SX466_.jpg
Intel Core i5-660,149.94,2,3.33,,Westmere,73,Intel HD Graphics,https://m.media-amazon.com/images/I/617CHuKyfAL._AC_SX466_.jpg
Intel Core i5-670,109.08,2,3.46,,Westmere,73,Intel HD Graphics,https://m.media-amazon.com/images/I/613UzUohe9L._AC_SX466_.jpg
Intel Core 2 Extreme QX6700,,4,2.66,,Core,100,,https://m.media-amazon.com/images/I/51CJ6OTtJtL._AC_.jpg
Intel Core 2 Extreme QX6800,,4,2.93,,Core,100,,https://m.media-amazon.com/images/I/51CJ6OTtJtL._AC_.jpg
Intel Core 2 Extreme X6800,,2,2.93,,Core,75,,https://m.media-amazon.com/images/I/61qUfPKfqJL._AC_SX466_.jpg
AMD Athlon II X3 450,,3,3.2,,K10,95,,https://m.media-amazon.com/images/I/61c4KzmCnxL._AC_SX466_.jpg
AMD Athlon II X3 455,,3,3.3,,K10,95,,https://m.media-amazon.com/images/I/71MS2-LOqOL._AC_SX466_.jpg
AMD Sempron 145,,1,2.8,,K10,45,,https://m.media-amazon.com/images/I/21QD1hG0UML.jpg
Intel Pentium E6800,,2,3.333,,Wolfdale,65,,https://m.media-amazon.com/images/I/71sJciZC+-L._AC_SX466_.jpg
AMD Phenom II X3 720 Black,,3,2.8,,K10,95,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium G840,,2,2.8,,Sandy Bridge,65,Intel HD Graphics,https://m.media-amazon.com/images/I/61lw4AGdlpL._AC_SX466_.jpg
AMD Phenom II X4 960T Black,,4,3.0,,K10,95,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD A4-3400,,2,2.7,,Lynx,65,Radeon HD 6410D,https://m.media-amazon.com/images/I/51wWlCoYv3L._AC_SX466_.jpg
AMD A10-5700,,4,3.4,,Piledriver,65,Radeon HD 7660D,https://m.media-amazon.com/images/I/61dTIRv-bwL._AC_SX466_.jpg
Intel Xeon E3-1240,,4,3.3,,Sandy Bridge,80,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Celeron G1620,,2,2.7,,Ivy Bridge,55,Intel HD Graphics,https://m.media-amazon.com/images/I/61MK1-o4adL._AC_SX466_.jpg
AMD FX-9370,,8,4.4,4.7,Piledriver,220,,https://m.media-amazon.com/images/I/51INkLFVhmL._AC_SX466_.jpg
Intel Xeon E5-1660,,6,3.3,3.9,Sandy Bridge,130,,https://m.media-amazon.com/images/I/41gfZhCKO3L._AC_.jpg
Intel Xeon E5-2665,149.94,8,2.4,3.1,Sandy Bridge,115,,https://m.media-amazon.com/images/I/618BDFLRn3L._AC_SX466_.jpg
Intel Xeon E5-2620 V2,,6,2.1,2.6,Ivy Bridge,80,,https://m.media-amazon.com/images/I/416zTkxRD9L._AC_SX466_.jpg
AMD FX-4130,,4,3.8,,Bulldozer,125,,https://m.media-amazon.com/images/I/51kwR86QpqL._AC_SX466_.jpg
AMD 5350,,4,2.05,,Jaguar,25,Radeon HD 8400,https://m.media-amazon.com/images/I/51So7GoGvxL._AC_SX466_.jpg
Intel Pentium G3450,,2,3.4,,Haswell Refresh,53,Intel HD Graphics,https://m.media-amazon.com/images/I/51IBooZSaJL._AC_SX466_.jpg
AMD A6-7400K,,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),https://m.media-amazon.com/images/I/91MGhbEkUFL._AC_SX466_.jpg
AMD Athlon II X4 651,,4,3.0,,Lynx,100,,https://m.media-amazon.com/images/I/619ix1tq0DL._AC_SX466_.jpg
Intel Xeon E3-1230 V3,,4,3.3,3.7,Haswell,80,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Xeon E5-2690,,8,2.9,3.8,Sandy Bridge,135,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E5-2637 V2,,4,3.5,3.8,Ivy Bridge,130,,https://m.media-amazon.com/images/I/316UfAX1QyL._AC_SX466_.jpg
AMD Pro A10-7850B,148.02,4,3.7,4.0,Steamroller,95,Radeon R7 (on-die),https://m.media-amazon.com/images/I/71z-Wzc+-SL._AC_SX466_.jpg
AMD Athlon X4 840,,4,3.1,3.8,Steamroller,65,,https://m.media-amazon.com/images/I/91b-Z9cwewL._AC_SX466_.jpg
Intel Pentium G3250T,,2,2.8,,Haswell Refresh,35,Intel HD Graphics,https://m.media-amazon.com/images/I/71MXk83zFTL._AC_SX466_.jpg
Intel Xeon E5-2620 V3,149.94,6,2.4,3.2,Haswell,85,,https://m.media-amazon.com/images/I/61UphrtAv1L._AC_SX466_.jpg
Intel Xeon E5-2650L V3,,12,1.8,2.5,Haswell,65,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E3-1270 V3,,4,3.5,3.9,Haswell,80,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Core i5-4670S,,4,3.1,3.8,Haswell,65,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/61LuKyXGbKL._AC_SX466_.jpg
Intel Core i5-5675C,,4,3.1,3.6,Broadwell,65,Iris Pro Graphics 6200,https://m.media-amazon.com/images/I/41lg7-pS6JL._AC_SX466_.jpg
Intel Pentium G4520,,2,3.6,,Skylake,51,Intel HD Graphics 530,https://m.media-amazon.com/images/I/71l-e2+Wi9L._AC_SX466_.jpg
Intel Pentium G4400T,,2,2.9,,Skylake,35,Intel HD Graphics 510,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
AMD Opteron 6328,,8,3.2,3.8,Piledriver,115,,https://m.media-amazon.com/images/I/41wF4WUL2mL._AC_.jpg
AMD Athlon X4 880K,,4,4.0,4.2,Steamroller,95,,https://m.media-amazon.com/images/I/81Iur547f0L._AC_SX466_.jpg
Intel Core i3-7300,,2,4.0,,Kaby Lake,51,Intel HD Graphics 630,https://m.media-amazon.com/images/I/51Uht743UqL._AC_SX466_.jpg
Intel Core i3-7350K,,2,4.2,,Kaby Lake,60,Intel HD Graphics 630,https://m.media-amazon.com/images/I/518VnnWnMIL._AC_SX466_.jpg
Intel Pentium G4620,224.12,2,3.7,,Kaby Lake,51,Intel HD Graphics 630,https://m.media-amazon.com/images/I/51IBooZSaJL._AC_SX466_.jpg
Intel Core i3-7300T,,2,3.5,,Kaby Lake,35,Intel HD Graphics 630,https://m.media-amazon.com/images/I/51Uht743UqL._AC_SX466_.jpg
Intel Xeon E5-2450V2,,8,2.5,3.3,Ivy Bridge,95,,https://m.media-amazon.com/images/I/71aEKUi-FmL._AC_SX466_.jpg
Intel Xeon E5-2470V2,,10,2.4,3.2,Ivy Bridge,95,,https://m.media-amazon.com/images/I/212GwrDsp+L._AC_.jpg
Intel Xeon E3-1240 V6,429.95,4,3.7,4.1,Kaby Lake,72,,https://m.media-amazon.com/images/I/41DCChaz-mL._AC_SX466_.jpg
Intel Xeon E3-1220 V6,249.95,4,3.0,3.5,Kaby Lake,72,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Xeon E3-1225 V6,355.29,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,https://m.media-amazon.com/images/I/710D81aN6BL._AC_SX466_.jpg
Intel Xeon E3-1225 V6,369.51,4,3.3,3.7,Kaby Lake,73,Intel HD Graphics P630,https://m.media-amazon.com/images/I/710D81aN6BL._AC_SX466_.jpg
Intel Core i5-3550S,,4,3.0,3.7,Ivy Bridge,65,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Core i3-4360,,2,3.7,,Haswell Refresh,54,Intel HD Graphics 4600,https://m.media-amazon.com/images/I/61kohX2+keL._AC_SX466_.jpg
Intel Xeon E5-2665,,8,2.4,3.1,Sandy Bridge,115,,https://m.media-amazon.com/images/I/618BDFLRn3L._AC_SX466_.jpg
Intel Core i3-9300,,4,3.7,4.3,Coffee Lake Refresh,62,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/51Xik7NRvJL._AC_SX466_.jpg
Intel Core i5-9600,,6,3.1,4.6,Coffee Lake Refresh,65,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/61izuBZSVOL._AC_SX466_.jpg
AMD A6-7480,,2,3.5,3.8,Puma+,65,Radeon R5 (on die),
Intel Xeon E-2144G,,4,3.6,4.5,Coffee Lake,71,Intel HD Graphics P630,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Xeon E-2126G,,6,3.3,4.5,Coffee Lake,80,Intel HD Graphics P630,https://m.media-amazon.com/images/I/41WpLVzOqFL._AC_SX466_.jpg
Intel Xeon E-2174G,,4,3.8,4.7,Coffee Lake,71,Intel HD Graphics P630,https://m.media-amazon.com/images/I/61h2EEStHWL._AC_SX466_.jpg
Intel Xeon E-2236,,6,3.4,4.8,Coffee Lake Refresh,80,,https://m.media-amazon.com/images/I/51eHNGHFMXL._AC_SX466_.jpg
Intel Xeon E-2124,,4,3.3,4.3,Coffee Lake,71,,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Xeon E-2124,,4,3.3,4.3,Coffee Lake,71,,https://m.media-amazon.com/images/I/81eoV5SY8RL._AC_SX466_.jpg
Intel Pentium Gold G6500,,2,4.1,,Comet Lake,58,Intel UHD Graphics 630,https://m.media-amazon.com/images/I/71l-e2+Wi9L._AC_SX466_.jpg
Intel Xeon E-2176G,,6,3.7,4.7,Coffee Lake,80,Intel HD Graphics P630,https://m.media-amazon.com/images/I/61h2EEStHWL._AC_SX466_.jpg
Intel Xeon E5-2620,139.94,6,2.0,,Sandy Bridge,95,,https://m.media-amazon.com/images/I/716IebqZNEL._AC_SX466_.jpg
AMD Athlon II X2 245,,2,2.9,,K10,65,,https://m.media-amazon.com/images/I/41OYLVfCX+L._AC_.jpg
AMD Athlon II X2 250,,2,3.0,,K10,65,,https://m.media-amazon.com/images/I/41J8zS9CXJL._AC_SX466_.jpg
AMD Athlon II X4 620,,4,2.6,,K10,95,,https://m.media-amazon.com/images/I/41558JIsKAL._AC_SX466_.jpg
AMD Phenom II X3 720,,3,2.8,,K10,95,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD Phenom II X4 945,,4,3.0,,K10,125,,https://m.media-amazon.com/images/I/A1f29N4TF4L._AC_SX466_.jpg
AMD Phenom II X6 1055T,,6,2.8,,K10,125,,https://m.media-amazon.com/images/I/61sHfrB-RUL._AC_SX466_.jpg
AMD Athlon II X4 605e,,4,2.3,,K10,45,,https://m.media-amazon.com/images/I/21Va-Osje0L._AC_.jpg
AMD Phenom II X4 910e,,4,2.6,,K10,65,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD Phenom II X4 955 Black,,4,3.2,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
Intel Pentium E2140,,2,1.6,,Core,65,,https://m.media-amazon.com/images/I/51-yIjgphqL._AC_SX466_.jpg
Intel Core 2 Duo E4500,,2,2.2,,Core,65,,https://m.media-amazon.com/images/I/41FEgYY4U1L._AC_SX466_.jpg
Intel Pentium E5300,79.4,2,2.6,,Wolfdale,65,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Core 2 Duo E6750,,2,2.66,,Core,65,,https://m.media-amazon.com/images/I/61o4Mv+FIaL._AC_SX466_.jpg
Intel Core 2 Duo E6850,89.95,2,3.0,,Core,65,,https://m.media-amazon.com/images/I/81oQGyYEqtL._AC_SX466_.jpg
Intel Core 2 Duo E7600,,2,3.06,,Wolfdale,65,,https://m.media-amazon.com/images/I/41psE0TIZrL._AC_.jpg
Intel Core 2 Duo E8300,99.95,2,2.83,,Wolfdale,65,,https://m.media-amazon.com/images/I/6162Scqe5HL._AC_SX466_.jpg
Intel Core i5-661,80.0,2,3.33,,Westmere,87,Intel HD Graphics,https://m.media-amazon.com/images/I/31paIpKnpuL._AC_.jpg
Intel Core i7-860,189.95,4,2.8,,Nehalem,95,,https://m.media-amazon.com/images/I/61S-eag0utL._AC_SX466_.jpg
Intel Core 2 Quad Q8200,,4,2.33,,Yorkfield,95,,https://m.media-amazon.com/images/I/51aCXIAqJVL._AC_SX466_.jpg
Intel Core 2 Quad Q9400S,,4,2.66,,Yorkfield,65,,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
Intel Core 2 Quad Q9650,,4,3.0,,Yorkfield,95,,https://m.media-amazon.com/images/I/61yZRQIcO+L._AC_SX466_.jpg
Intel Core 2 Extreme QX9775,,4,3.2,,Yorkfield,150,,https://m.media-amazon.com/images/I/21HGXS8tysL._AC_.jpg
AMD Phenom II X2 565 Black,,2,3.4,,K10,80,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD Phenom II X4 840,,4,3.2,,K10,95,,https://m.media-amazon.com/images/I/91b-Z9cwewL._AC_SX466_.jpg
AMD Sempron 130,,1,2.6,,K10,45,,https://m.media-amazon.com/images/I/61QZwwdrnoL._AC_SX466_.jpg
Intel Pentium G620T,,2,2.2,,Sandy Bridge,35,Intel HD Graphics,https://m.media-amazon.com/images/I/41N3Vlc16IL._AC_.jpg
Intel Pentium G860,,2,3.0,,Sandy Bridge,65,Intel HD Graphics,https://m.media-amazon.com/images/I/51NlTpm+7KL._AC_SX466_.jpg
AMD FX-8120,,8,3.1,,Bulldozer,125,,https://m.media-amazon.com/images/I/9173zRFzX2L._AC_SX466_.jpg
AMD Athlon II X4 645,,4,3.1,,K10,95,,https://m.media-amazon.com/images/I/21Va-Osje0L._AC_.jpg
AMD Phenom II X6 1100T Black,,6,3.3,,K10,125,,https://m.media-amazon.com/images/I/71wdTZXkokL._AC_SX466_.jpg
AMD Athlon II X4 641,,4,2.8,,Lynx,100,,https://m.media-amazon.com/images/I/71peXz8OgzL._AC_SX466_.jpg
Intel Xeon E3-1220,,4,3.1,,Sandy Bridge,80,,https://m.media-amazon.com/images/I/717NVQLxphL._AC_SX466_.jpg
Intel Xeon E3-1230,918.89,4,3.2,,Sandy Bridge,80,,https://m.media-amazon.com/images/I/61CvRH3kP5L._AC_SX466_.jpg
Intel Xeon E3-1235,,4,3.2,,Sandy Bridge,95,Intel HD Graphics,https://m.media-amazon.com/images/I/61CvRH3kP5L._AC_SX466_.jpg
Intel Xeon E3-1270,,4,3.4,,Sandy Bridge,80,,https://m.media-amazon.com/images/I/51cXda4wIVL._AC_SX466_.jpg
Intel Xeon E3-1280,,4,3.5,,Sandy Bridge,95,,https://m.media-amazon.com/images/I/610Mg0sOcVL._AC_SX466_.jpg
Intel Core i5-3340S,,4,2.8,3.3,Ivy Bridge,65,Intel HD Graphics 2500,https://m.media-amazon.com/images/I/61IgclF1FEL._AC_SX466_.jpg
Intel Xeon E5-2603,98.95,4,1.8,,Sandy Bridge,80,,https://m.media-amazon.com/images/I/71HTLHvzIuL._AC_SX466_.jpg
Intel Xeon E5-2609,89.95,4,2.4,,Sandy Bridge,80,,https://m.media-amazon.com/images/I/81RmXY7tKxL._AC_SX466_.jpg
AMD A6-6420K,,2,4.0,4.2,Piledriver,65,Radeon HD 8000 Series,https://m.media-amazon.com/images/I/716PJmXKFlL._AC_SX466_.jpg
AMD A4-4020,,2,3.2,3.4,Piledriver,65,Radeon HD 7480D,https://m.media-amazon.com/images/I/51So7GoGvxL._AC_SX466_.jpg
AMD A10-6800B,,4,4.1,4.4,Piledriver,100,Radeon HD 8670D,https://m.media-amazon.com/images/I/61GUwaOgqrL._AC_SX466_.jpg
AMD A4-3300,,2,2.5,,Lynx,65,Radeon HD 6410D,https://m.media-amazon.com/images/I/61L6qbhLx0L._AC_SX466_.jpg
AMD A4-4000,,2,3.0,,Piledriver,65,Radeon HD 7480D,https://m.media-amazon.com/images/I/715vN+dU2dL._AC_SX466_.jpg
